,Asset Turnover (Average),Book Value Per Share * USD,COGS,Cap Spending USD Mil,Dividends USD,EBT Margin,Earnings Per Share USD,Financial Leverage (Average),Free Cash Flow Per Share * USD,Free Cash Flow USD Mil,Gross Margin,Gross Margin %,Interest Coverage,Key Ratios -> Growth,Key Ratios -> Profitability,Margins % of Sales,Net Income USD Mil,Net Int Inc & Other,Net Margin %,Operating Cash Flow USD Mil,Operating Income USD Mil,Operating Margin,Operating Margin %,Other,Payout Ratio % *,Profitability,R&D,Return on Assets %,Return on Equity %,Return on Invested Capital %,Revenue,Revenue USD Mil,SG&A,Shares Mil,Tax Rate %,Working Capital USD Mil,ticker,,Revenue %,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Income %,Net Income %,EPS %,Key Ratios -> Cash Flow,Cash Flow Ratios,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Key Ratios -> Financial Health,Balance Sheet Items (in %),Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Liquidity/Financial Health,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Key Ratios -> Efficiency Ratios,Efficiency,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,Revenue CNY Mil,Operating Income CNY Mil,Net Income CNY Mil,Earnings Per Share CNY,Dividends CNY,Book Value Per Share * CNY,Operating Cash Flow CNY Mil,Cap Spending CNY Mil,Free Cash Flow CNY Mil,Free Cash Flow Per Share * CNY,Working Capital CNY Mil,Revenue EUR Mil,Operating Income EUR Mil,Net Income EUR Mil,Earnings Per Share EUR,Dividends EUR,Book Value Per Share * EUR,Operating Cash Flow EUR Mil,Cap Spending EUR Mil,Free Cash Flow EUR Mil,Free Cash Flow Per Share * EUR,Working Capital EUR Mil,Revenue CHF Mil,Operating Income CHF Mil,Net Income CHF Mil,Earnings Per Share CHF,Dividends CHF,Book Value Per Share * CHF,Operating Cash Flow CHF Mil,Cap Spending CHF Mil,Free Cash Flow CHF Mil,Free Cash Flow Per Share * CHF,Working Capital CHF Mil,Revenue CAD Mil,Operating Income CAD Mil,Net Income CAD Mil,Earnings Per Share CAD,Dividends CAD,Book Value Per Share * CAD,Operating Cash Flow CAD Mil,Cap Spending CAD Mil,Free Cash Flow CAD Mil,Free Cash Flow Per Share * CAD,Working Capital CAD Mil,Revenue MXN Mil,Operating Income MXN Mil,Net Income MXN Mil,Earnings Per Share MXN,Dividends MXN,Book Value Per Share * MXN,Operating Cash Flow MXN Mil,Cap Spending MXN Mil,Free Cash Flow MXN Mil,Free Cash Flow Per Share * MXN,Working Capital MXN Mil,Revenue ILS Mil,Operating Income ILS Mil,Net Income ILS Mil,Earnings Per Share ILS,Dividends ILS,Book Value Per Share * ILS,Operating Cash Flow ILS Mil,Cap Spending ILS Mil,Free Cash Flow ILS Mil,Free Cash Flow Per Share * ILS,Working Capital ILS Mil,Revenue AUD Mil,Operating Income AUD Mil,Net Income AUD Mil,Earnings Per Share AUD,Dividends AUD,Book Value Per Share * AUD,Operating Cash Flow AUD Mil,Cap Spending AUD Mil,Free Cash Flow AUD Mil,Free Cash Flow Per Share * AUD,Working Capital AUD Mil,Revenue TWD Mil,Operating Income TWD Mil,Net Income TWD Mil,Earnings Per Share TWD,Dividends TWD,Book Value Per Share * TWD,Operating Cash Flow TWD Mil,Cap Spending TWD Mil,Free Cash Flow TWD Mil,Free Cash Flow Per Share * TWD,Working Capital TWD Mil,Revenue ARS Mil,Operating Income ARS Mil,Net Income ARS Mil,Earnings Per Share ARS,Dividends ARS,Book Value Per Share * ARS,Operating Cash Flow ARS Mil,Cap Spending ARS Mil,Free Cash Flow ARS Mil,Free Cash Flow Per Share * ARS,Working Capital ARS Mil,Revenue SEK Mil,Operating Income SEK Mil,Net Income SEK Mil,Earnings Per Share SEK,Dividends SEK,Book Value Per Share * SEK,Operating Cash Flow SEK Mil,Cap Spending SEK Mil,Free Cash Flow SEK Mil,Free Cash Flow Per Share * SEK,Working Capital SEK Mil,Revenue JPY Mil,Operating Income JPY Mil,Net Income JPY Mil,Earnings Per Share JPY,Dividends JPY,Book Value Per Share * JPY,Operating Cash Flow JPY Mil,Cap Spending JPY Mil,Free Cash Flow JPY Mil,Free Cash Flow Per Share * JPY,Working Capital JPY Mil,Revenue KRW Mil,Operating Income KRW Mil,Net Income KRW Mil,Earnings Per Share KRW,Dividends KRW,Book Value Per Share * KRW,Operating Cash Flow KRW Mil,Cap Spending KRW Mil,Free Cash Flow KRW Mil,Free Cash Flow Per Share * KRW,Working Capital KRW Mil,Revenue GBP Mil,Operating Income GBP Mil,Net Income GBP Mil,Earnings Per Share GBP,Dividends GBP,Book Value Per Share * GBP,Operating Cash Flow GBP Mil,Cap Spending GBP Mil,Free Cash Flow GBP Mil,Free Cash Flow Per Share * GBP,Working Capital GBP Mil,Revenue IDR Mil,Operating Income IDR Mil,Net Income IDR Mil,Earnings Per Share IDR,Dividends IDR,Book Value Per Share * IDR,Operating Cash Flow IDR Mil,Cap Spending IDR Mil,Free Cash Flow IDR Mil,Free Cash Flow Per Share * IDR,Working Capital IDR Mil,Revenue RUB Mil,Operating Income RUB Mil,Net Income RUB Mil,Earnings Per Share RUB,Dividends RUB,Book Value Per Share * RUB,Operating Cash Flow RUB Mil,Cap Spending RUB Mil,Free Cash Flow RUB Mil,Free Cash Flow Per Share * RUB,Working Capital RUB Mil,Revenue INR Mil,Operating Income INR Mil,Net Income INR Mil,Earnings Per Share INR,Dividends INR,Book Value Per Share * INR,Operating Cash Flow INR Mil,Cap Spending INR Mil,Free Cash Flow INR Mil,Free Cash Flow Per Share * INR,Working Capital INR Mil,Revenue DKK Mil,Operating Income DKK Mil,Net Income DKK Mil,Earnings Per Share DKK,Dividends DKK,Book Value Per Share * DKK,Operating Cash Flow DKK Mil,Cap Spending DKK Mil,Free Cash Flow DKK Mil,Free Cash Flow Per Share * DKK,Working Capital DKK Mil,,Revenue BRL Mil,Operating Income BRL Mil,Net Income BRL Mil,Earnings Per Share BRL,Dividends BRL,Book Value Per Share * BRL,Operating Cash Flow BRL Mil,Cap Spending BRL Mil,Free Cash Flow BRL Mil,Free Cash Flow Per Share * BRL,Working Capital BRL Mil,Revenue THB Mil,Operating Income THB Mil,Net Income THB Mil,Earnings Per Share THB,Dividends THB,Book Value Per Share * THB,Operating Cash Flow THB Mil,Cap Spending THB Mil,Free Cash Flow THB Mil,Free Cash Flow Per Share * THB,Working Capital THB Mil,Revenue CLP Mil,Operating Income CLP Mil,Net Income CLP Mil,Earnings Per Share CLP,Dividends CLP,Book Value Per Share * CLP,Operating Cash Flow CLP Mil,Cap Spending CLP Mil,Free Cash Flow CLP Mil,Free Cash Flow Per Share * CLP,Working Capital CLP Mil,Revenue COP Mil,Operating Income COP Mil,Net Income COP Mil,Earnings Per Share COP,Dividends COP,Book Value Per Share * COP,Operating Cash Flow COP Mil,Cap Spending COP Mil,Free Cash Flow COP Mil,Free Cash Flow Per Share * COP,Working Capital COP Mil,Revenue PEN Mil,Operating Income PEN Mil,Net Income PEN Mil,Earnings Per Share PEN,Dividends PEN,Book Value Per Share * PEN,Operating Cash Flow PEN Mil,Cap Spending PEN Mil,Free Cash Flow PEN Mil,Free Cash Flow Per Share * PEN,Working Capital PEN Mil,Revenue ZAR Mil,Operating Income ZAR Mil,Net Income ZAR Mil,Earnings Per Share ZAR,Dividends ZAR,Book Value Per Share * ZAR,Operating Cash Flow ZAR Mil,Cap Spending ZAR Mil,Free Cash Flow ZAR Mil,Free Cash Flow Per Share * ZAR,Working Capital ZAR Mil,Revenue PHP Mil,Operating Income PHP Mil,Net Income PHP Mil,Earnings Per Share PHP,Dividends PHP,Book Value Per Share * PHP,Operating Cash Flow PHP Mil,Cap Spending PHP Mil,Free Cash Flow PHP Mil,Free Cash Flow Per Share * PHP,Working Capital PHP Mil,Revenue PLN Mil,Operating Income PLN Mil,Net Income PLN Mil,Earnings Per Share PLN,Dividends PLN,Book Value Per Share * PLN,Operating Cash Flow PLN Mil,Cap Spending PLN Mil,Free Cash Flow PLN Mil,Free Cash Flow Per Share * PLN,Working Capital PLN Mil,Revenue TRY Mil,Operating Income TRY Mil,Net Income TRY Mil,Earnings Per Share TRY,Dividends TRY,Book Value Per Share * TRY,Operating Cash Flow TRY Mil,Cap Spending TRY Mil,Free Cash Flow TRY Mil,Free Cash Flow Per Share * TRY,Working Capital TRY Mil
0,0.15,14.93,,-227,1.20,25.25,0.97,1.69,,-49,,,,,,TTM,113,,25.22,178,113,25.25,25.3,-8.25,123.7,TTM,,3.67,6.44,,100.00,447,8.25,116,,,HR,Latest Qtr,,-80.00,,,,,,,,TTM,,,50.83,-10.94,-0.43,,Latest Qtr,6.26,,,-6.26,,87.08,,-87.08,100.00,,,,,,,37.07,-37.07,40.74,59.26,100.00,Latest Qtr,,,1.69,0.63,,TTM,,,,,,,0.16,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.11,15.50,31.54,"-2,488",1.21,6.98,0.24,2.02,,"-2,204",68.46,68.5,1.51,,,TTM,38,-13.86,6.75,284,117,20.84,20.8,41.63,502.1,TTM,,0.75,1.55,2.39,100.00,562,5.99,170,,,HTA,Latest Qtr,,75.00,,,,,,,,TTM,,,442.51,-392.01,-58.09,,Latest Qtr,0.15,1.68,,1.81,3.63,93.62,1.68,1.06,100.00,,,,,2.48,2.48,44.54,3.46,50.49,49.51,100.00,Latest Qtr,1.46,0.74,2.02,0.90,,TTM,58.05,,,,6.29,,0.12,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.81,11.56,,-242,0.97,12.54,2.77,4.30,,370,,,4.01,,,TTM,261,-4.12,6.79,611,640,16.66,16.7,18.29,35.0,TTM,,5.49,28.02,11.24,100.00,"3,844",65.05,99,31.35,,HLS,Latest Qtr,,4.69,,,,,,,,TTM,,,6.29,9.63,1.42,,Latest Qtr,1.38,9.04,,3.65,14.08,30.35,48.67,6.90,100.00,1.68,0.64,,8.16,,10.47,53.06,13.20,76.73,23.27,100.00,Latest Qtr,1.34,1.00,4.30,2.28,,TTM,40.86,,,,8.93,,2.71,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.24,3.79,73.65,-115,0.01,1.88,0.06,1.58,,11,26.35,26.3,1.33,,,TTM,24,-8.83,4.11,126,62,10.71,10.7,2.97,16.7,TTM,1.39,1.01,1.61,2.80,100.00,582,11.28,400,,,HL,Latest Qtr,,-95.46,,,,,,,,TTM,,,19.75,1.96,0.46,,Latest Qtr,8.59,1.10,2.62,0.68,12.99,84.53,,2.47,100.00,,,0.21,2.09,2.53,4.83,20.95,11.08,36.86,63.14,100.00,Latest Qtr,2.69,2.00,1.58,0.34,,TTM,10.53,46.33,,,34.63,7.88,0.29,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.69,13.17,62.48,-28,0.15,19.46,2.04,2.00,,228,37.52,37.5,34.77,,,TTM,177,-0.53,12.04,256,293,19.99,20.0,,7.4,TTM,,8.33,17.29,12.39,100.00,"1,467",17.53,86,30.61,,HEI,Latest Qtr,,6.85,,,,,,,,TTM,,,1.92,15.53,1.29,,Latest Qtr,2.23,9.28,15.31,2.68,29.50,5.84,59.04,5.62,100.00,3.54,0.02,,6.65,,10.21,19.53,20.25,50.00,50.00,100.00,Latest Qtr,2.89,1.13,2.00,0.39,,TTM,49.27,124.88,28.70,145.46,7.41,2.92,11.79,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.69,13.17,62.48,-28,0.15,19.46,2.04,2.00,,228,37.52,37.5,34.77,,,TTM,177,-0.53,12.04,256,293,19.99,20.0,,7.4,TTM,,8.33,17.29,12.39,100.00,"1,467",17.53,86,30.61,,HEI.A,Latest Qtr,,6.85,,,,,,,,TTM,,,1.92,15.53,1.29,,Latest Qtr,2.23,9.28,15.31,2.68,29.50,5.84,59.04,5.62,100.00,3.54,0.02,,6.65,,10.21,19.53,20.25,50.00,50.00,100.00,Latest Qtr,2.89,1.13,2.00,0.39,,TTM,49.27,124.88,28.70,145.46,7.41,2.92,11.79,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.23,10.23,89.69,-239,,-14.40,-0.62,1.57,,-184,10.31,10.3,-2.26,,,TTM,-75,-4.78,-13.72,55,-53,-9.62,-9.6,8.03,,TTM,,-3.12,-5.26,-2.69,100.00,546,11.90,139,,,HLX,Latest Qtr,,-80.00,,,,,,,,TTM,,,43.68,-33.68,2.45,,Latest Qtr,15.08,5.85,0.07,1.45,22.45,73.28,,4.27,100.00,3.86,4.59,0.13,1.38,1.14,11.09,16.71,8.32,36.12,63.88,100.00,Latest Qtr,2.02,1.89,1.57,0.26,,TTM,55.62,2.23,81.64,-23.78,6.56,163.31,0.32,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.24,39.14,68.35,-338,2.80,-17.64,-1.67,1.53,,36,31.65,31.7,-10.91,,,TTM,-179,-2.94,-11.24,374,-236,-14.70,-14.7,36.67,,TTM,0.68,-2.67,-4.03,-3.25,100.00,"1,604",9.01,108,,,HP,Latest Qtr,,5.00,,,,,,,,TTM,,,21.06,2.27,-0.20,,Latest Qtr,9.41,6.77,2.12,0.90,19.20,77.72,1.59,1.49,100.00,2.11,,,3.02,,5.13,7.56,22.07,34.76,65.24,100.00,Latest Qtr,3.74,3.15,1.53,0.12,,TTM,90.13,44.49,38.27,96.35,4.05,8.20,0.31,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.47,2.51,19.06,-99,,11.33,4.41,15.63,,422,80.94,80.9,4.49,,,TTM,376,-2.96,8.60,521,626,14.30,14.3,26.71,,TTM,,12.65,219.84,24.91,100.00,"4,379",39.93,85,24.11,,HLF,Latest Qtr,,-34.65,,,,,,,,TTM,,,2.27,9.65,1.12,,Latest Qtr,47.81,2.78,10.35,5.50,66.45,10.96,11.86,10.73,100.00,1.77,3.04,0.18,10.32,9.79,25.09,63.60,4.91,93.60,6.40,100.00,Latest Qtr,2.65,2.02,15.63,9.94,,TTM,7.63,158.67,32.13,134.17,47.84,2.30,11.66,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.47,10.18,54.03,-575,,-5.57,-2.38,12.43,,-262,45.97,46.0,,,,TTM,-67,-9.87,-4.03,312,71,4.30,4.3,22.72,,TTM,,-1.88,-20.96,-2.68,100.00,"1,668",18.95,28,,,HRI,Latest Qtr,,309.09,,,,,,,,TTM,,,34.45,-15.72,3.90,,Latest Qtr,0.53,9.82,0.74,0.73,11.83,76.70,10.46,1.01,100.00,6.86,0.48,0.52,2.94,,10.80,61.64,19.51,91.95,8.05,100.00,Latest Qtr,1.09,0.95,12.43,7.66,,TTM,76.19,10.37,103.12,-16.55,4.79,35.20,0.61,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.08,9.94,,-0,1.24,57.90,0.90,1.89,,-3,,,,,,TTM,75,,57.32,-3,75,57.90,57.9,-42.10,137.8,TTM,,4.93,9.31,,100.00,129,42.10,81,,,HTGC,Latest Qtr,,-2.44,,,,,,,,TTM,,,0.12,-2.64,-0.05,,Latest Qtr,8.88,0.66,,-9.54,,,,,100.00,,,,,,,45.97,-45.97,47.17,52.83,100.00,Latest Qtr,,,1.89,0.87,,TTM,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.30,12.36,,-0,0.24,1.82,0.05,5.30,,74,,,,,,TTM,1,-3.75,0.27,74,22,5.58,5.6,78.67,480.0,TTM,,0.08,0.32,,100.00,401,15.75,28,85.32,,HRTG,Latest Qtr,,-191.89,,,,,,,,TTM,,,0.04,18.48,68.96,,Latest Qtr,22.03,2.31,,,,1.01,4.34,,100.00,13.75,,,,,,11.80,,81.13,18.87,100.00,Latest Qtr,,,5.30,0.63,,TTM,,,,,,,23.72,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.23,21.29,65.83,-364,1.12,25.03,2.17,2.47,,-265,34.17,34.2,3.90,,,TTM,115,13.34,18.72,99,57,11.69,11.7,17.68,51.6,TTM,,4.34,11.09,7.11,100.00,487,4.79,42,0.99,,HT,Latest Qtr,,-187.50,,,,,,,,TTM,,,74.73,-54.43,-2.31,,Latest Qtr,2.63,0.83,,0.39,3.85,93.10,0.78,2.28,100.00,,,,,3.65,3.65,49.56,6.25,59.46,40.54,100.00,Latest Qtr,1.05,0.95,2.47,1.22,,TTM,8.22,,,,44.42,,0.26,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.31,3.91,55.58,-250,2.51,13.90,3.35,6.87,,908,44.42,44.4,11.75,,,TTM,719,-1.68,9.52,"1,159","1,176",15.58,15.6,2.82,74.9,TTM,,12.50,83.63,20.08,100.00,"7,546",26.02,214,34.04,,HSY,Latest Qtr,,21.10,,,,,,,,TTM,,,3.32,12.04,1.26,,Latest Qtr,4.86,13.13,16.59,4.57,39.16,36.25,22.94,1.66,100.00,9.36,19.73,0.34,11.91,,41.33,36.32,7.79,85.44,14.56,100.00,Latest Qtr,0.95,0.44,6.87,2.50,,TTM,36.34,77.53,42.97,70.90,10.04,4.71,3.59,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.41,10.34,56.05,"-11,089",,-9.91,-8.73,24.65,,"-8,634",43.95,43.9,,,,TTM,-729,-11.66,-8.36,"2,455",153,1.75,1.8,32.16,,TTM,,-3.43,-59.78,-4.39,100.00,"8,722",10.03,83,,,HTZ,Latest Qtr,,128.57,,,,,,,,TTM,,,127.14,-98.99,11.84,,Latest Qtr,3.50,7.14,,7.25,17.90,61.88,20.23,,100.00,4.47,,0.83,4.79,,10.09,74.58,11.27,95.94,4.06,100.00,Latest Qtr,1.77,1.06,24.65,18.38,,TTM,63.13,,65.18,,5.78,,0.68,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.17,41.32,56.16,"-1,870",1.00,-93.94,-20.36,2.03,,-942,43.84,43.8,-14.22,,,TTM,"-6,289",-51.47,-118.77,928,"-2,265",-42.47,-42.5,78.55,,TTM,,-20.75,-38.43,-25.54,100.00,"5,333",7.76,314,,,HES,Latest Qtr,,80.36,,,,,,,,TTM,,,35.06,-17.66,0.15,,Latest Qtr,9.50,3.92,1.40,0.53,15.35,76.24,1.35,7.06,100.00,1.58,0.46,0.38,5.90,,8.32,24.78,17.53,50.63,49.37,100.00,Latest Qtr,1.84,1.61,2.03,0.50,,TTM,58.31,47.22,53.56,51.98,6.26,7.73,0.23,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
